case_id,kind,location,pauli,tick,control,target,stab_type,syndrome,weight,lit_ancillas
D17_X,data_single,"D17(5, 7)",X,,,,,000000000000001000010000,2,Z14;Z19
D17_Y,data_single,"D17(5, 7)",Y,,,,,000000000000011000011000,4,X13;Z14;Z19;X20
D17_Z,data_single,"D17(5, 7)",Z,,,,,000000000000010000001000,2,X13;X20
D18_X,data_single,"D18(7, 7)",X,,,,,000000000000001000000100,2,Z14;Z21
D18_Y,data_single,"D18(7, 7)",Y,,,,,000000000000001100001100,4,Z14;X15;X20;Z21
D18_Z,data_single,"D18(7, 7)",Z,,,,,000000000000000100001000,2,X15;X20
D19_X,data_single,"D19(9, 7)",X,,,,,000000000000000010000100,2,Z16;Z21
D19_Y,data_single,"D19(9, 7)",Y,,,,,000000000000000110000100,3,X15;Z16;Z21
D19_Z,data_single,"D19(9, 7)",Z,,,,,000000000000000100000000,1,X15
D20_X,data_single,"D20(1, 9)",X,,,,,000000000000000001000000,1,Z17
D20_Y,data_single,"D20(1, 9)",Y,,,,,000000000000000001100000,2,Z17;X18
D20_Z,data_single,"D20(1, 9)",Z,,,,,000000000000000000100000,1,X18
D21_X,data_single,"D21(3, 9)",X,,,,,000000000000000000010000,1,Z19
D21_Y,data_single,"D21(3, 9)",Y,,,,,000000000000000000110010,3,X18;Z19;X22
D21_Z,data_single,"D21(3, 9)",Z,,,,,000000000000000000100010,2,X18;X22
D22_X,data_single,"D22(5, 9)",X,,,,,000000000000000000010000,1,Z19
D22_Y,data_single,"D22(5, 9)",Y,,,,,000000000000000000011010,3,Z19;X20;X22
D22_Z,data_single,"D22(5, 9)",Z,,,,,000000000000000000001010,2,X20;X22
D23_X,data_single,"D23(7, 9)",X,,,,,000000000000000000000100,1,Z21
D23_Y,data_single,"D23(7, 9)",Y,,,,,000000000000000000001101,3,X20;Z21;X23
D23_Z,data_single,"D23(7, 9)",Z,,,,,000000000000000000001001,2,X20;X23
D24_X,data_single,"D24(9, 9)",X,,,,,000000000000000000000100,1,Z21
D24_Y,data_single,"D24(9, 9)",Y,,,,,000000000000000000000101,2,Z21;X23
D24_Z,data_single,"D24(9, 9)",Z,,,,,000000000000000000000001,1,X23
C0_IX,cnot_two,C0,IX,0,"(3, 3)","(2, 2)",Z,001000000000000000000000,1,Z2
C0_IY,cnot_two,C0,IY,0,"(3, 3)","(2, 2)",Z,001100001000000000000000,3,Z2;X3;X8
C0_IZ,cnot_two,C0,IZ,0,"(3, 3)","(2, 2)",Z,000100001000000000000000,2,X3;X8
C0_XI,cnot_two,C0,XI,0,"(3, 3)","(2, 2)",Z,000000000100000000000000,1,Z9
C0_XX,cnot_two,C0,XX,0,"(3, 3)","(2, 2)",Z,001000000100000000000000,2,Z2;Z9
C0_XY,cnot_two,C0,XY,0,"(3, 3)","(2, 2)",Z,001100001100000000000000,4,Z2;X3;X8;Z9
C0_XZ,cnot_two,C0,XZ,0,"(3, 3)","(2, 2)",Z,000100001100000000000000,3,X3;X8;Z9
C0_YI,cnot_two,C0,YI,0,"(3, 3)","(2, 2)",Z,000100001100000000000000,3,X3;X8;Z9
C0_YX,cnot_two,C0,YX,0,"(3, 3)","(2, 2)",Z,001100001100000000000000,4,Z2;X3;X8;Z9
C0_YY,cnot_two,C0,YY,0,"(3, 3)","(2, 2)",Z,001000000100000000000000,2,Z2;Z9
C0_YZ,cnot_two,C0,YZ,0,"(3, 3)","(2, 2)",Z,000000000100000000000000,1,Z9
C0_ZI,cnot_two,C0,ZI,0,"(3, 3)","(2, 2)",Z,000100001000000000000000,2,X3;X8
C0_ZX,cnot_two,C0,ZX,0,"(3, 3)","(2, 2)",Z,001100001000000000000000,3,Z2;X3;X8
C0_ZY,cnot_two,C0,ZY,0,"(3, 3)","(2, 2)",Z,001000000000000000000000,1,Z2
C0_ZZ,cnot_two,C0,ZZ,0,"(3, 3)","(2, 2)",Z,000000000000000000000000,0,
C1_IX,cnot_two,C1,IX,0,"(7, 3)","(6, 2)",Z,000010000000000000000000,1,Z4
C1_IY,cnot_two,C1,IY,0,"(7, 3)","(6, 2)",Z,000011000010000000000000,3,Z4;X5;X10
C1_IZ,cnot_two,C1,IZ,0,"(7, 3)","(6, 2)",Z,000001000010000000000000,2,X5;X10
C1_XI,cnot_two,C1,XI,0,"(7, 3)","(6, 2)",Z,000000000001000000000000,1,Z11
C1_XX,cnot_two,C1,XX,0,"(7, 3)","(6, 2)",Z,000010000001000000000000,2,Z4;Z11
C1_XY,cnot_two,C1,XY,0,"(7, 3)","(6, 2)",Z,000011000011000000000000,4,Z4;X5;X10;Z11
C1_XZ,cnot_two,C1,XZ,0,"(7, 3)","(6, 2)",Z,000001000011000000000000,3,X5;X10;Z11
C1_YI,cnot_two,C1,YI,0,"(7, 3)","(6, 2)",Z,000001000011000000000000,3,X5;X10;Z11
C1_YX,cnot_two,C1,YX,0,"(7, 3)","(6, 2)",Z,000011000011000000000000,4,Z4;X5;X10;Z11
C1_YY,cnot_two,C1,YY,0,"(7, 3)","(6, 2)",Z,000010000001000000000000,2,Z4;Z11
C1_YZ,cnot_two,C1,YZ,0,"(7, 3)","(6, 2)",Z,000000000001000000000000,1,Z11
C1_ZI,cnot_two,C1,ZI,0,"(7, 3)","(6, 2)",Z,000001000010000000000000,2,X5;X10
C1_ZX,cnot_two,C1,ZX,0,"(7, 3)","(6, 2)",Z,000011000010000000000000,3,Z4;X5;X10
C1_ZY,cnot_two,C1,ZY,0,"(7, 3)","(6, 2)",Z,000010000000000000000000,1,Z4
C1_ZZ,cnot_two,C1,ZZ,0,"(7, 3)","(6, 2)",Z,000000000000000000000000,0,
C2_IX,cnot_two,C2,IX,0,"(1, 5)","(0, 4)",Z,000000010000000000000000,1,Z7
C2_IY,cnot_two,C2,IY,0,"(1, 5)","(0, 4)",Z,000000011000000000000000,2,Z7;X8
C2_IZ,cnot_two,C2,IZ,0,"(1, 5)","(0, 4)",Z,000000001000000000000000,1,X8
C2_XI,cnot_two,C2,XI,0,"(1, 5)","(0, 4)",Z,000000000000100000000000,1,Z12
C2_XX,cnot_two,C2,XX,0,"(1, 5)","(0, 4)",Z,000000010000100000000000,2,Z7;Z12
C2_XY,cnot_two,C2,XY,0,"(1, 5)","(0, 4)",Z,000000011000100000000000,3,Z7;X8;Z12
C2_XZ,cnot_two,C2,XZ,0,"(1, 5)","(0, 4)",Z,000000001000100000000000,2,X8;Z12
C2_YI,cnot_two,C2,YI,0,"(1, 5)","(0, 4)",Z,000000001000100000000000,2,X8;Z12
C2_YX,cnot_two,C2,YX,0,"(1, 5)","(0, 4)",Z,000000011000100000000000,3,Z7;X8;Z12
C2_YY,cnot_two,C2,YY,0,"(1, 5)","(0, 4)",Z,000000010000100000000000,2,Z7;Z12
C2_YZ,cnot_two,C2,YZ,0,"(1, 5)","(0, 4)",Z,000000000000100000000000,1,Z12
C2_ZI,cnot_two,C2,ZI,0,"(1, 5)","(0, 4)",Z,000000001000000000000000,1,X8
C2_ZX,cnot_two,C2,ZX,0,"(1, 5)","(0, 4)",Z,000000011000000000000000,2,Z7;X8
C2_ZY,cnot_two,C2,ZY,0,"(1, 5)","(0, 4)",Z,000000010000000000000000,1,Z7
C2_ZZ,cnot_two,C2,ZZ,0,"(1, 5)","(0, 4)",Z,000000000000000000000000,0,
C3_IX,cnot_two,C3,IX,0,"(5, 5)","(4, 4)",Z,000000000100000000000000,1,Z9
C3_IY,cnot_two,C3,IY,0,"(5, 5)","(4, 4)",Z,000000000110010000000000,3,Z9;X10;X13
C3_IZ,cnot_two,C3,IZ,0,"(5, 5)","(4, 4)",Z,000000000010010000000000,2,X10;X13
C3_XI,cnot_two,C3,XI,0,"(5, 5)","(4, 4)",Z,000000000000001000000000,1,Z14
C3_XX,cnot_two,C3,XX,0,"(5, 5)","(4, 4)",Z,000000000100001000000000,2,Z9;Z14
C3_XY,cnot_two,C3,XY,0,"(5, 5)","(4, 4)",Z,000000000110011000000000,4,Z9;X10;X13;Z14
C3_XZ,cnot_two,C3,XZ,0,"(5, 5)","(4, 4)",Z,000000000010011000000000,3,X10;X13;Z14
C3_YI,cnot_two,C3,YI,0,"(5, 5)","(4, 4)",Z,000000000010011000000000,3,X10;X13;Z14
C3_YX,cnot_two,C3,YX,0,"(5, 5)","(4, 4)",Z,000000000110011000000000,4,Z9;X10;X13;Z14
C3_YY,cnot_two,C3,YY,0,"(5, 5)","(4, 4)",Z,000000000100001000000000,2,Z9;Z14
C3_YZ,cnot_two,C3,YZ,0,"(5, 5)","(4, 4)",Z,000000000000001000000000,1,Z14
C3_ZI,cnot_two,C3,ZI,0,"(5, 5)","(4, 4)",Z,000000000010010000000000,2,X10;X13
C3_ZX,cnot_two,C3,ZX,0,"(5, 5)","(4, 4)",Z,000000000110010000000000,3,Z9;X10;X13
C3_ZY,cnot_two,C3,ZY,0,"(5, 5)","(4, 4)",Z,000000000100000000000000,1,Z9
C3_ZZ,cnot_two,C3,ZZ,0,"(5, 5)","(4, 4)",Z,000000000000000000000000,0,
C4_IX,cnot_two,C4,IX,0,"(9, 5)","(8, 4)",Z,000000000001000000000000,1,Z11
C4_IY,cnot_two,C4,IY,0,"(9, 5)","(8, 4)",Z,000000000001000100000000,2,Z11;X15
C4_IZ,cnot_two,C4,IZ,0,"(9, 5)","(8, 4)",Z,000000000000000100000000,1,X15
C4_XI,cnot_two,C4,XI,0,"(9, 5)","(8, 4)",Z,000000000000000010000000,1,Z16
C4_XX,cnot_two,C4,XX,0,"(9, 5)","(8, 4)",Z,000000000001000010000000,2,Z11;Z16
C4_XY,cnot_two,C4,XY,0,"(9, 5)","(8, 4)",Z,000000000001000110000000,3,Z11;X15;Z16
C4_XZ,cnot_two,C4,XZ,0,"(9, 5)","(8, 4)",Z,000000000000000110000000,2,X15;Z16
C4_YI,cnot_two,C4,YI,0,"(9, 5)","(8, 4)",Z,000000000000000110000000,2,X15;Z16
C4_YX,cnot_two,C4,YX,0,"(9, 5)","(8, 4)",Z,000000000001000110000000,3,Z11;X15;Z16
C4_YY,cnot_two,C4,YY,0,"(9, 5)","(8, 4)",Z,000000000001000010000000,2,Z11;Z16
C4_YZ,cnot_two,C4,YZ,0,"(9, 5)","(8, 4)",Z,000000000000000010000000,1,Z16
C4_ZI,cnot_two,C4,ZI,0,"(9, 5)","(8, 4)",Z,000000000000000100000000,1,X15
C4_ZX,cnot_two,C4,ZX,0,"(9, 5)","(8, 4)",Z,000000000001000100000000,2,Z11;X15
C4_ZY,cnot_two,C4,ZY,0,"(9, 5)","(8, 4)",Z,000000000001000000000000,1,Z11
C4_ZZ,cnot_two,C4,ZZ,0,"(9, 5)","(8, 4)",Z,000000000000000000000000,0,
C5_IX,cnot_two,C5,IX,0,"(3, 7)","(2, 6)",Z,000000000000100000000000,1,Z12
C5_IY,cnot_two,C5,IY,0,"(3, 7)","(2, 6)",Z,000000000000110000100000,3,Z12;X13;X18
C5_IZ,cnot_two,C5,IZ,0,"(3, 7)","(2, 6)",Z,000000000000010000100000,2,X13;X18
C5_XI,cnot_two,C5,XI,0,"(3, 7)","(2, 6)",Z,000000000000000000010000,1,Z19
C5_XX,cnot_two,C5,XX,0,"(3, 7)","(2, 6)",Z,000000000000100000010000,2,Z12;Z19
C5_XY,cnot_two,C5,XY,0,"(3, 7)","(2, 6)",Z,000000000000110000110000,4,Z12;X13;X18;Z19
C5_XZ,cnot_two,C5,XZ,0,"(3, 7)","(2, 6)",Z,000000000000010000110000,3,X13;X18;Z19
C5_YI,cnot_two,C5,YI,0,"(3, 7)","(2, 6)",Z,000000000000010000110000,3,X13;X18;Z19
C5_YX,cnot_two,C5,YX,0,"(3, 7)","(2, 6)",Z,000000000000110000110000,4,Z12;X13;X18;Z19
C5_YY,cnot_two,C5,YY,0,"(3, 7)","(2, 6)",Z,000000000000100000010000,2,Z12;Z19
C5_YZ,cnot_two,C5,YZ,0,"(3, 7)","(2, 6)",Z,000000000000000000010000,1,Z19
C5_ZI,cnot_two,C5,ZI,0,"(3, 7)","(2, 6)",Z,000000000000010000100000,2,X13;X18
C5_ZX,cnot_two,C5,ZX,0,"(3, 7)","(2, 6)",Z,000000000000110000100000,3,Z12;X13;X18
C5_ZY,cnot_two,C5,ZY,0,"(3, 7)","(2, 6)",Z,000000000000100000000000,1,Z12
C5_ZZ,cnot_two,C5,ZZ,0,"(3, 7)","(2, 6)",Z,000000000000000000000000,0,
C6_IX,cnot_two,C6,IX,0,"(7, 7)","(6, 6)",Z,000000000000001000000000,1,Z14
C6_IY,cnot_two,C6,IY,0,"(7, 7)","(6, 6)",Z,000000000000001100001000,3,Z14;X15;X20
C6_IZ,cnot_two,C6,IZ,0,"(7, 7)","(6, 6)",Z,000000000000000100001000,2,X15;X20
C6_XI,cnot_two,C6,XI,0,"(7, 7)","(6, 6)",Z,000000000000000000000100,1,Z21
C6_XX,cnot_two,C6,XX,0,"(7, 7)","(6, 6)",Z,000000000000001000000100,2,Z14;Z21
C6_XY,cnot_two,C6,XY,0,"(7, 7)","(6, 6)",Z,000000000000001100001100,4,Z14;X15;X20;Z21
C6_XZ,cnot_two,C6,XZ,0,"(7, 7)","(6, 6)",Z,000000000000000100001100,3,X15;X20;Z21
C6_YI,cnot_two,C6,YI,0,"(7, 7)","(6, 6)",Z,000000000000000100001100,3,X15;X20;Z21
C6_YX,cnot_two,C6,YX,0,"(7, 7)","(6, 6)",Z,000000000000001100001100,4,Z14;X15;X20;Z21
C6_YY,cnot_two,C6,YY,0,"(7, 7)","(6, 6)",Z,000000000000001000000100,2,Z14;Z21
C6_YZ,cnot_two,C6,YZ,0,"(7, 7)","(6, 6)",Z,000000000000000000000100,1,Z21
C6_ZI,cnot_two,C6,ZI,0,"(7, 7)","(6, 6)",Z,000000000000000100001000,2,X15;X20
C6_ZX,cnot_two,C6,ZX,0,"(7, 7)","(6, 6)",Z,000000000000001100001000,3,Z14;X15;X20
C6_ZY,cnot_two,C6,ZY,0,"(7, 7)","(6, 6)",Z,000000000000001000000000,1,Z14
C6_ZZ,cnot_two,C6,ZZ,0,"(7, 7)","(6, 6)",Z,000000000000000000000000,0,
C7_IX,cnot_two,C7,IX,0,"(1, 9)","(0, 8)",Z,000000000000000001000000,1,Z17
C7_IY,cnot_two,C7,IY,0,"(1, 9)","(0, 8)",Z,000000000000000001100000,2,Z17;X18
C7_IZ,cnot_two,C7,IZ,0,"(1, 9)","(0, 8)",Z,000000000000000000100000,1,X18
C7_XI,cnot_two,C7,XI,0,"(1, 9)","(0, 8)",Z,000000000000000000000000,0,
C7_XX,cnot_two,C7,XX,0,"(1, 9)","(0, 8)",Z,000000000000000001000000,1,Z17
C7_XY,cnot_two,C7,XY,0,"(1, 9)","(0, 8)",Z,000000000000000001100000,2,Z17;X18
C7_XZ,cnot_two,C7,XZ,0,"(1, 9)","(0, 8)",Z,000000000000000000100000,1,X18
C7_YI,cnot_two,C7,YI,0,"(1, 9)","(0, 8)",Z,000000000000000000100000,1,X18
C7_YX,cnot_two,C7,YX,0,"(1, 9)","(0, 8)",Z,000000000000000001100000,2,Z17;X18
C7_YY,cnot_two,C7,YY,0,"(1, 9)","(0, 8)",Z,000000000000000001000000,1,Z17
C7_YZ,cnot_two,C7,YZ,0,"(1, 9)","(0, 8)",Z,000000000000000000000000,0,
C7_ZI,cnot_two,C7,ZI,0,"(1, 9)","(0, 8)",Z,000000000000000000100000,1,X18
C7_ZX,cnot_two,C7,ZX,0,"(1, 9)","(0, 8)",Z,000000000000000001100000,2,Z17;X18
C7_ZY,cnot_two,C7,ZY,0,"(1, 9)","(0, 8)",Z,000000000000000001000000,1,Z17
C7_ZZ,cnot_two,C7,ZZ,0,"(1, 9)","(0, 8)",Z,000000000000000000000000,0,
C8_IX,cnot_two,C8,IX,0,"(5, 9)","(4, 8)",Z,000000000000000000010000,1,Z19
C8_IY,cnot_two,C8,IY,0,"(5, 9)","(4, 8)",Z,000000000000000000011010,3,Z19;X20;X22
C8_IZ,cnot_two,C8,IZ,0,"(5, 9)","(4, 8)",Z,000000000000000000001010,2,X20;X22
C8_XI,cnot_two,C8,XI,0,"(5, 9)","(4, 8)",Z,000000000000000000000000,0,
C8_XX,cnot_two,C8,XX,0,"(5, 9)","(4, 8)",Z,000000000000000000010000,1,Z19
C8_XY,cnot_two,C8,XY,0,"(5, 9)","(4, 8)",Z,000000000000000000011010,3,Z19;X20;X22
C8_XZ,cnot_two,C8,XZ,0,"(5, 9)","(4, 8)",Z,000000000000000000001010,2,X20;X22
C8_YI,cnot_two,C8,YI,0,"(5, 9)","(4, 8)",Z,000000000000000000001010,2,X20;X22
C8_YX,cnot_two,C8,YX,0,"(5, 9)","(4, 8)",Z,000000000000000000011010,3,Z19;X20;X22
C8_YY,cnot_two,C8,YY,0,"(5, 9)","(4, 8)",Z,000000000000000000010000,1,Z19
C8_YZ,cnot_two,C8,YZ,0,"(5, 9)","(4, 8)",Z,000000000000000000000000,0,
C8_ZI,cnot_two,C8,ZI,0,"(5, 9)","(4, 8)",Z,000000000000000000001010,2,X20;X22
C8_ZX,cnot_two,C8,ZX,0,"(5, 9)","(4, 8)",Z,000000000000000000011010,3,Z19;X20;X22
C8_ZY,cnot_two,C8,ZY,0,"(5, 9)","(4, 8)",Z,000000000000000000010000,1,Z19
C8_ZZ,cnot_two,C8,ZZ,0,"(5, 9)","(4, 8)",Z,000000000000000000000000,0,
C9_IX,cnot_two,C9,IX,0,"(9, 9)","(8, 8)",Z,000000000000000000000100,1,Z21
C9_IY,cnot_two,C9,IY,0,"(9, 9)","(8, 8)",Z,000000000000000000000101,2,Z21;X23
C9_IZ,cnot_two,C9,IZ,0,"(9, 9)","(8, 8)",Z,000000000000000000000001,1,X23
C9_XI,cnot_two,C9,XI,0,"(9, 9)","(8, 8)",Z,000000000000000000000000,0,
C9_XX,cnot_two,C9,XX,0,"(9, 9)","(8, 8)",Z,000000000000000000000100,1,Z21
C9_XY,cnot_two,C9,XY,0,"(9, 9)","(8, 8)",Z,000000000000000000000101,2,Z21;X23
C9_XZ,cnot_two,C9,XZ,0,"(9, 9)","(8, 8)",Z,000000000000000000000001,1,X23
C9_YI,cnot_two,C9,YI,0,"(9, 9)","(8, 8)",Z,000000000000000000000001,1,X23
C9_YX,cnot_two,C9,YX,0,"(9, 9)","(8, 8)",Z,000000000000000000000101,2,Z21;X23
C9_YY,cnot_two,C9,YY,0,"(9, 9)","(8, 8)",Z,000000000000000000000100,1,Z21
C9_YZ,cnot_two,C9,YZ,0,"(9, 9)","(8, 8)",Z,000000000000000000000000,0,
C9_ZI,cnot_two,C9,ZI,0,"(9, 9)","(8, 8)",Z,000000000000000000000001,1,X23
C9_ZX,cnot_two,C9,ZX,0,"(9, 9)","(8, 8)",Z,000000000000000000000101,2,Z21;X23
C9_ZY,cnot_two,C9,ZY,0,"(9, 9)","(8, 8)",Z,000000000000000000000100,1,Z21
C9_ZZ,cnot_two,C9,ZZ,0,"(9, 9)","(8, 8)",Z,000000000000000000000000,0,
C10_IX,cnot_two,C10,IX,0,"(2, 0)","(3, 1)",X,001000000000000000000000,1,Z2
C10_IY,cnot_two,C10,IY,0,"(2, 0)","(3, 1)",X,001100000000000000000000,2,Z2;X3
C10_IZ,cnot_two,C10,IZ,0,"(2, 0)","(3, 1)",X,000100000000000000000000,1,X3
C10_XI,cnot_two,C10,XI,0,"(2, 0)","(3, 1)",X,001000000000000000000000,1,Z2
C10_XX,cnot_two,C10,XX,0,"(2, 0)","(3, 1)",X,000000000000000000000000,0,
C10_XY,cnot_two,C10,XY,0,"(2, 0)","(3, 1)",X,000100000000000000000000,1,X3
C10_XZ,cnot_two,C10,XZ,0,"(2, 0)","(3, 1)",X,001100000000000000000000,2,Z2;X3
C10_YI,cnot_two,C10,YI,0,"(2, 0)","(3, 1)",X,101000000000000000000000,2,X0;Z2
C10_YX,cnot_two,C10,YX,0,"(2, 0)","(3, 1)",X,100000000000000000000000,1,X0
C10_YY,cnot_two,C10,YY,0,"(2, 0)","(3, 1)",X,100100000000000000000000,2,X0;X3
C10_YZ,cnot_two,C10,YZ,0,"(2, 0)","(3, 1)",X,101100000000000000000000,3,X0;Z2;X3
C10_ZI,cnot_two,C10,ZI,0,"(2, 0)","(3, 1)",X,100000000000000000000000,1,X0
C10_ZX,cnot_two,C10,ZX,0,"(2, 0)","(3, 1)",X,101000000000000000000000,2,X0;Z2
C10_ZY,cnot_two,C10,ZY,0,"(2, 0)","(3, 1)",X,101100000000000000000000,3,X0;Z2;X3
C10_ZZ,cnot_two,C10,ZZ,0,"(2, 0)","(3, 1)",X,100100000000000000000000,2,X0;X3
C11_IX,cnot_two,C11,IX,0,"(6, 0)","(7, 1)",X,000010000000000000000000,1,Z4
C11_IY,cnot_two,C11,IY,0,"(6, 0)","(7, 1)",X,000011000000000000000000,2,Z4;X5
C11_IZ,cnot_two,C11,IZ,0,"(6, 0)","(7, 1)",X,000001000000000000000000,1,X5
C11_XI,cnot_two,C11,XI,0,"(6, 0)","(7, 1)",X,000010000000000000000000,1,Z4
C11_XX,cnot_two,C11,XX,0,"(6, 0)","(7, 1)",X,000000000000000000000000,0,
C11_XY,cnot_two,C11,XY,0,"(6, 0)","(7, 1)",X,000001000000000000000000,1,X5
C11_XZ,cnot_two,C11,XZ,0,"(6, 0)","(7, 1)",X,000011000000000000000000,2,Z4;X5
C11_YI,cnot_two,C11,YI,0,"(6, 0)","(7, 1)",X,010010000000000000000000,2,X1;Z4
C11_YX,cnot_two,C11,YX,0,"(6, 0)","(7, 1)",X,010000000000000000000000,1,X1
C11_YY,cnot_two,C11,YY,0,"(6, 0)","(7, 1)",X,010001000000000000000000,2,X1;X5
C11_YZ,cnot_two,C11,YZ,0,"(6, 0)","(7, 1)",X,010011000000000000000000,3,X1;Z4;X5
C11_ZI,cnot_two,C11,ZI,0,"(6, 0)","(7, 1)",X,010000000000000000000000,1,X1
C11_ZX,cnot_two,C11,ZX,0,"(6, 0)","(7, 1)",X,010010000000000000000000,2,X1;Z4
C11_ZY,cnot_two,C11,ZY,0,"(6, 0)","(7, 1)",X,010011000000000000000000,3,X1;Z4;X5
C11_ZZ,cnot_two,C11,ZZ,0,"(6, 0)","(7, 1)",X,010001000000000000000000,2,X1;X5
C12_IX,cnot_two,C12,IX,0,"(4, 2)","(5, 3)",X,000010000100000000000000,2,Z4;Z9
C12_IY,cnot_two,C12,IY,0,"(4, 2)","(5, 3)",X,000010000110000000000000,3,Z4;Z9;X10
C12_IZ,cnot_two,C12,IZ,0,"(4, 2)","(5, 3)",X,000000000010000000000000,1,X10
C12_XI,cnot_two,C12,XI,0,"(4, 2)","(5, 3)",X,000010000100000000000000,2,Z4;Z9
C12_XX,cnot_two,C12,XX,0,"(4, 2)","(5, 3)",X,000000000000000000000000,0,
C12_XY,cnot_two,C12,XY,0,"(4, 2)","(5, 3)",X,000000000010000000000000,1,X10
C12_XZ,cnot_two,C12,XZ,0,"(4, 2)","(5, 3)",X,000010000110000000000000,3,Z4;Z9;X10
C12_YI,cnot_two,C12,YI,0,"(4, 2)","(5, 3)",X,000110000100000000000000,3,X3;Z4;Z9
