case_id,kind,location,pauli,tick,control,target,stab_type,syndrome,weight,lit_ancillas
C29_IY,cnot_two,C29,IY,1,"(9, 7)","(8, 8)",Z,000000000000000000000101,2,Z21;X23
C29_IZ,cnot_two,C29,IZ,1,"(9, 7)","(8, 8)",Z,000000000000000000000001,1,X23
C29_XI,cnot_two,C29,XI,1,"(9, 7)","(8, 8)",Z,000000000000000010000000,1,Z16
C29_XX,cnot_two,C29,XX,1,"(9, 7)","(8, 8)",Z,000000000000000010000100,2,Z16;Z21
C29_XY,cnot_two,C29,XY,1,"(9, 7)","(8, 8)",Z,000000000000000010000101,3,Z16;Z21;X23
C29_XZ,cnot_two,C29,XZ,1,"(9, 7)","(8, 8)",Z,000000000000000010000001,2,Z16;X23
C29_YI,cnot_two,C29,YI,1,"(9, 7)","(8, 8)",Z,000000000000000010000000,1,Z16
C29_YX,cnot_two,C29,YX,1,"(9, 7)","(8, 8)",Z,000000000000000010000100,2,Z16;Z21
C29_YY,cnot_two,C29,YY,1,"(9, 7)","(8, 8)",Z,000000000000000010000101,3,Z16;Z21;X23
C29_YZ,cnot_two,C29,YZ,1,"(9, 7)","(8, 8)",Z,000000000000000010000001,2,Z16;X23
C29_ZI,cnot_two,C29,ZI,1,"(9, 7)","(8, 8)",Z,000000000000000000000000,0,
C29_ZX,cnot_two,C29,ZX,1,"(9, 7)","(8, 8)",Z,000000000000000000000100,1,Z21
C29_ZY,cnot_two,C29,ZY,1,"(9, 7)","(8, 8)",Z,000000000000000000000101,2,Z21;X23
C29_ZZ,cnot_two,C29,ZZ,1,"(9, 7)","(8, 8)",Z,000000000000000000000001,1,X23
C30_IX,cnot_two,C30,IX,1,"(2, 0)","(1, 1)",X,001000000000000000000000,1,Z2
C30_IY,cnot_two,C30,IY,1,"(2, 0)","(1, 1)",X,001000000000000000000000,1,Z2
C30_IZ,cnot_two,C30,IZ,1,"(2, 0)","(1, 1)",X,000000000000000000000000,0,
C30_XI,cnot_two,C30,XI,1,"(2, 0)","(1, 1)",X,000000000000000000000000,0,
C30_XX,cnot_two,C30,XX,1,"(2, 0)","(1, 1)",X,001000000000000000000000,1,Z2
C30_XY,cnot_two,C30,XY,1,"(2, 0)","(1, 1)",X,001000000000000000000000,1,Z2
C30_XZ,cnot_two,C30,XZ,1,"(2, 0)","(1, 1)",X,000000000000000000000000,0,
C30_YI,cnot_two,C30,YI,1,"(2, 0)","(1, 1)",X,100000000000000000000000,1,X0
C30_YX,cnot_two,C30,YX,1,"(2, 0)","(1, 1)",X,101000000000000000000000,2,X0;Z2
C30_YY,cnot_two,C30,YY,1,"(2, 0)","(1, 1)",X,101000000000000000000000,2,X0;Z2
C30_YZ,cnot_two,C30,YZ,1,"(2, 0)","(1, 1)",X,100000000000000000000000,1,X0
C30_ZI,cnot_two,C30,ZI,1,"(2, 0)","(1, 1)",X,100000000000000000000000,1,X0
C30_ZX,cnot_two,C30,ZX,1,"(2, 0)","(1, 1)",X,101000000000000000000000,2,X0;Z2
C30_ZY,cnot_two,C30,ZY,1,"(2, 0)","(1, 1)",X,101000000000000000000000,2,X0;Z2
C30_ZZ,cnot_two,C30,ZZ,1,"(2, 0)","(1, 1)",X,100000000000000000000000,1,X0
C31_IX,cnot_two,C31,IX,1,"(6, 0)","(5, 1)",X,000010000000000000000000,1,Z4
C31_IY,cnot_two,C31,IY,1,"(6, 0)","(5, 1)",X,000110000000000000000000,2,X3;Z4
C31_IZ,cnot_two,C31,IZ,1,"(6, 0)","(5, 1)",X,000100000000000000000000,1,X3
C31_XI,cnot_two,C31,XI,1,"(6, 0)","(5, 1)",X,000000000000000000000000,0,
C31_XX,cnot_two,C31,XX,1,"(6, 0)","(5, 1)",X,000010000000000000000000,1,Z4
C31_XY,cnot_two,C31,XY,1,"(6, 0)","(5, 1)",X,000110000000000000000000,2,X3;Z4
C31_XZ,cnot_two,C31,XZ,1,"(6, 0)","(5, 1)",X,000100000000000000000000,1,X3
C31_YI,cnot_two,C31,YI,1,"(6, 0)","(5, 1)",X,010000000000000000000000,1,X1
C31_YX,cnot_two,C31,YX,1,"(6, 0)","(5, 1)",X,010010000000000000000000,2,X1;Z4
C31_YY,cnot_two,C31,YY,1,"(6, 0)","(5, 1)",X,010110000000000000000000,3,X1;X3;Z4
C31_YZ,cnot_two,C31,YZ,1,"(6, 0)","(5, 1)",X,010100000000000000000000,2,X1;X3
C31_ZI,cnot_two,C31,ZI,1,"(6, 0)","(5, 1)",X,010000000000000000000000,1,X1
C31_ZX,cnot_two,C31,ZX,1,"(6, 0)","(5, 1)",X,010010000000000000000000,2,X1;Z4
C31_ZY,cnot_two,C31,ZY,1,"(6, 0)","(5, 1)",X,010110000000000000000000,3,X1;X3;Z4
C31_ZZ,cnot_two,C31,ZZ,1,"(6, 0)","(5, 1)",X,010100000000000000000000,2,X1;X3
C32_IX,cnot_two,C32,IX,1,"(4, 2)","(3, 3)",X,000000000100000000000000,1,Z9
C32_IY,cnot_two,C32,IY,1,"(4, 2)","(3, 3)",X,000000001100000000000000,2,X8;Z9
C32_IZ,cnot_two,C32,IZ,1,"(4, 2)","(3, 3)",X,000000001000000000000000,1,X8
C32_XI,cnot_two,C32,XI,1,"(4, 2)","(3, 3)",X,000010000000000000000000,1,Z4
C32_XX,cnot_two,C32,XX,1,"(4, 2)","(3, 3)",X,000010000100000000000000,2,Z4;Z9
C32_XY,cnot_two,C32,XY,1,"(4, 2)","(3, 3)",X,000010001100000000000000,3,Z4;X8;Z9
C32_XZ,cnot_two,C32,XZ,1,"(4, 2)","(3, 3)",X,000010001000000000000000,2,Z4;X8
C32_YI,cnot_two,C32,YI,1,"(4, 2)","(3, 3)",X,000110000000000000000000,2,X3;Z4
C32_YX,cnot_two,C32,YX,1,"(4, 2)","(3, 3)",X,000110000100000000000000,3,X3;Z4;Z9
C32_YY,cnot_two,C32,YY,1,"(4, 2)","(3, 3)",X,000110001100000000000000,4,X3;Z4;X8;Z9
C32_YZ,cnot_two,C32,YZ,1,"(4, 2)","(3, 3)",X,000110001000000000000000,3,X3;Z4;X8
C32_ZI,cnot_two,C32,ZI,1,"(4, 2)","(3, 3)",X,000100000000000000000000,1,X3
C32_ZX,cnot_two,C32,ZX,1,"(4, 2)","(3, 3)",X,000100000100000000000000,2,X3;Z9
C32_ZY,cnot_two,C32,ZY,1,"(4, 2)","(3, 3)",X,000100001100000000000000,3,X3;X8;Z9
C32_ZZ,cnot_two,C32,ZZ,1,"(4, 2)","(3, 3)",X,000100001000000000000000,2,X3;X8
C33_IX,cnot_two,C33,IX,1,"(8, 2)","(7, 3)",X,000000000001000000000000,1,Z11
C33_IY,cnot_two,C33,IY,1,"(8, 2)","(7, 3)",X,000000000011000000000000,2,X10;Z11
C33_IZ,cnot_two,C33,IZ,1,"(8, 2)","(7, 3)",X,000000000010000000000000,1,X10
C33_XI,cnot_two,C33,XI,1,"(8, 2)","(7, 3)",X,000000100000000000000000,1,Z6
C33_XX,cnot_two,C33,XX,1,"(8, 2)","(7, 3)",X,000000100001000000000000,2,Z6;Z11
C33_XY,cnot_two,C33,XY,1,"(8, 2)","(7, 3)",X,000000100011000000000000,3,Z6;X10;Z11
C33_XZ,cnot_two,C33,XZ,1,"(8, 2)","(7, 3)",X,000000100010000000000000,2,Z6;X10
C33_YI,cnot_two,C33,YI,1,"(8, 2)","(7, 3)",X,000001100000000000000000,2,X5;Z6
C33_YX,cnot_two,C33,YX,1,"(8, 2)","(7, 3)",X,000001100001000000000000,3,X5;Z6;Z11
C33_YY,cnot_two,C33,YY,1,"(8, 2)","(7, 3)",X,000001100011000000000000,4,X5;Z6;X10;Z11
C33_YZ,cnot_two,C33,YZ,1,"(8, 2)","(7, 3)",X,000001100010000000000000,3,X5;Z6;X10
C33_ZI,cnot_two,C33,ZI,1,"(8, 2)","(7, 3)",X,000001000000000000000000,1,X5
C33_ZX,cnot_two,C33,ZX,1,"(8, 2)","(7, 3)",X,000001000001000000000000,2,X5;Z11
C33_ZY,cnot_two,C33,ZY,1,"(8, 2)","(7, 3)",X,000001000011000000000000,3,X5;X10;Z11
C33_ZZ,cnot_two,C33,ZZ,1,"(8, 2)","(7, 3)",X,000001000010000000000000,2,X5;X10
C34_IX,cnot_two,C34,IX,1,"(2, 4)","(1, 5)",X,000000000000100000000000,1,Z12
C34_IY,cnot_two,C34,IY,1,"(2, 4)","(1, 5)",X,000000000000100000000000,1,Z12
C34_IZ,cnot_two,C34,IZ,1,"(2, 4)","(1, 5)",X,000000000000000000000000,0,
C34_XI,cnot_two,C34,XI,1,"(2, 4)","(1, 5)",X,000000000100000000000000,1,Z9
C34_XX,cnot_two,C34,XX,1,"(2, 4)","(1, 5)",X,000000000100100000000000,2,Z9;Z12
C34_XY,cnot_two,C34,XY,1,"(2, 4)","(1, 5)",X,000000000100100000000000,2,Z9;Z12
C34_XZ,cnot_two,C34,XZ,1,"(2, 4)","(1, 5)",X,000000000100000000000000,1,Z9
C34_YI,cnot_two,C34,YI,1,"(2, 4)","(1, 5)",X,000000001100000000000000,2,X8;Z9
C34_YX,cnot_two,C34,YX,1,"(2, 4)","(1, 5)",X,000000001100100000000000,3,X8;Z9;Z12
C34_YY,cnot_two,C34,YY,1,"(2, 4)","(1, 5)",X,000000001100100000000000,3,X8;Z9;Z12
C34_YZ,cnot_two,C34,YZ,1,"(2, 4)","(1, 5)",X,000000001100000000000000,2,X8;Z9
C34_ZI,cnot_two,C34,ZI,1,"(2, 4)","(1, 5)",X,000000001000000000000000,1,X8
C34_ZX,cnot_two,C34,ZX,1,"(2, 4)","(1, 5)",X,000000001000100000000000,2,X8;Z12
C34_ZY,cnot_two,C34,ZY,1,"(2, 4)","(1, 5)",X,000000001000100000000000,2,X8;Z12
C34_ZZ,cnot_two,C34,ZZ,1,"(2, 4)","(1, 5)",X,000000001000000000000000,1,X8
C35_IX,cnot_two,C35,IX,1,"(6, 4)","(5, 5)",X,000000000000001000000000,1,Z14
C35_IY,cnot_two,C35,IY,1,"(6, 4)","(5, 5)",X,000000000000011000000000,2,X13;Z14
C35_IZ,cnot_two,C35,IZ,1,"(6, 4)","(5, 5)",X,000000000000010000000000,1,X13
C35_XI,cnot_two,C35,XI,1,"(6, 4)","(5, 5)",X,000000000001000000000000,1,Z11
C35_XX,cnot_two,C35,XX,1,"(6, 4)","(5, 5)",X,000000000001001000000000,2,Z11;Z14
C35_XY,cnot_two,C35,XY,1,"(6, 4)","(5, 5)",X,000000000001011000000000,3,Z11;X13;Z14
C35_XZ,cnot_two,C35,XZ,1,"(6, 4)","(5, 5)",X,000000000001010000000000,2,Z11;X13
C35_YI,cnot_two,C35,YI,1,"(6, 4)","(5, 5)",X,000000000011000000000000,2,X10;Z11
C35_YX,cnot_two,C35,YX,1,"(6, 4)","(5, 5)",X,000000000011001000000000,3,X10;Z11;Z14
C35_YY,cnot_two,C35,YY,1,"(6, 4)","(5, 5)",X,000000000011011000000000,4,X10;Z11;X13;Z14
C35_YZ,cnot_two,C35,YZ,1,"(6, 4)","(5, 5)",X,000000000011010000000000,3,X10;Z11;X13
C35_ZI,cnot_two,C35,ZI,1,"(6, 4)","(5, 5)",X,000000000010000000000000,1,X10
C35_ZX,cnot_two,C35,ZX,1,"(6, 4)","(5, 5)",X,000000000010001000000000,2,X10;Z14
C35_ZY,cnot_two,C35,ZY,1,"(6, 4)","(5, 5)",X,000000000010011000000000,3,X10;X13;Z14
C35_ZZ,cnot_two,C35,ZZ,1,"(6, 4)","(5, 5)",X,000000000010010000000000,2,X10;X13
C36_IX,cnot_two,C36,IX,1,"(4, 6)","(3, 7)",X,000000000000000000010000,1,Z19
C36_IY,cnot_two,C36,IY,1,"(4, 6)","(3, 7)",X,000000000000000000110000,2,X18;Z19
C36_IZ,cnot_two,C36,IZ,1,"(4, 6)","(3, 7)",X,000000000000000000100000,1,X18
C36_XI,cnot_two,C36,XI,1,"(4, 6)","(3, 7)",X,000000000000001000000000,1,Z14
C36_XX,cnot_two,C36,XX,1,"(4, 6)","(3, 7)",X,000000000000001000010000,2,Z14;Z19
C36_XY,cnot_two,C36,XY,1,"(4, 6)","(3, 7)",X,000000000000001000110000,3,Z14;X18;Z19
C36_XZ,cnot_two,C36,XZ,1,"(4, 6)","(3, 7)",X,000000000000001000100000,2,Z14;X18
C36_YI,cnot_two,C36,YI,1,"(4, 6)","(3, 7)",X,000000000000011000000000,2,X13;Z14
C36_YX,cnot_two,C36,YX,1,"(4, 6)","(3, 7)",X,000000000000011000010000,3,X13;Z14;Z19
C36_YY,cnot_two,C36,YY,1,"(4, 6)","(3, 7)",X,000000000000011000110000,4,X13;Z14;X18;Z19
C36_YZ,cnot_two,C36,YZ,1,"(4, 6)","(3, 7)",X,000000000000011000100000,3,X13;Z14;X18
C36_ZI,cnot_two,C36,ZI,1,"(4, 6)","(3, 7)",X,000000000000010000000000,1,X13
C36_ZX,cnot_two,C36,ZX,1,"(4, 6)","(3, 7)",X,000000000000010000010000,2,X13;Z19
C36_ZY,cnot_two,C36,ZY,1,"(4, 6)","(3, 7)",X,000000000000010000110000,3,X13;X18;Z19
C36_ZZ,cnot_two,C36,ZZ,1,"(4, 6)","(3, 7)",X,000000000000010000100000,2,X13;X18
C37_IX,cnot_two,C37,IX,1,"(8, 6)","(7, 7)",X,000000000000000000000100,1,Z21
C37_IY,cnot_two,C37,IY,1,"(8, 6)","(7, 7)",X,000000000000000000001100,2,X20;Z21
C37_IZ,cnot_two,C37,IZ,1,"(8, 6)","(7, 7)",X,000000000000000000001000,1,X20
C37_XI,cnot_two,C37,XI,1,"(8, 6)","(7, 7)",X,000000000000000010000000,1,Z16
C37_XX,cnot_two,C37,XX,1,"(8, 6)","(7, 7)",X,000000000000000010000100,2,Z16;Z21
C37_XY,cnot_two,C37,XY,1,"(8, 6)","(7, 7)",X,000000000000000010001100,3,Z16;X20;Z21
C37_XZ,cnot_two,C37,XZ,1,"(8, 6)","(7, 7)",X,000000000000000010001000,2,Z16;X20
C37_YI,cnot_two,C37,YI,1,"(8, 6)","(7, 7)",X,000000000000000110000000,2,X15;Z16
C37_YX,cnot_two,C37,YX,1,"(8, 6)","(7, 7)",X,000000000000000110000100,3,X15;Z16;Z21
C37_YY,cnot_two,C37,YY,1,"(8, 6)","(7, 7)",X,000000000000000110001100,4,X15;Z16;X20;Z21
C37_YZ,cnot_two,C37,YZ,1,"(8, 6)","(7, 7)",X,000000000000000110001000,3,X15;Z16;X20
C37_ZI,cnot_two,C37,ZI,1,"(8, 6)","(7, 7)",X,000000000000000100000000,1,X15
C37_ZX,cnot_two,C37,ZX,1,"(8, 6)","(7, 7)",X,000000000000000100000100,2,X15;Z21
C37_ZY,cnot_two,C37,ZY,1,"(8, 6)","(7, 7)",X,000000000000000100001100,3,X15;X20;Z21
C37_ZZ,cnot_two,C37,ZZ,1,"(8, 6)","(7, 7)",X,000000000000000100001000,2,X15;X20
C38_IX,cnot_two,C38,IX,1,"(2, 8)","(1, 9)",X,000000000000000000000000,0,
C38_IY,cnot_two,C38,IY,1,"(2, 8)","(1, 9)",X,000000000000000000000000,0,
C38_IZ,cnot_two,C38,IZ,1,"(2, 8)","(1, 9)",X,000000000000000000000000,0,
C38_XI,cnot_two,C38,XI,1,"(2, 8)","(1, 9)",X,000000000000000000010000,1,Z19
C38_XX,cnot_two,C38,XX,1,"(2, 8)","(1, 9)",X,000000000000000000010000,1,Z19
C38_XY,cnot_two,C38,XY,1,"(2, 8)","(1, 9)",X,000000000000000000010000,1,Z19
C38_XZ,cnot_two,C38,XZ,1,"(2, 8)","(1, 9)",X,000000000000000000010000,1,Z19
C38_YI,cnot_two,C38,YI,1,"(2, 8)","(1, 9)",X,000000000000000000110000,2,X18;Z19
C38_YX,cnot_two,C38,YX,1,"(2, 8)","(1, 9)",X,000000000000000000110000,2,X18;Z19
C38_YY,cnot_two,C38,YY,1,"(2, 8)","(1, 9)",X,000000000000000000110000,2,X18;Z19
C38_YZ,cnot_two,C38,YZ,1,"(2, 8)","(1, 9)",X,000000000000000000110000,2,X18;Z19
C38_ZI,cnot_two,C38,ZI,1,"(2, 8)","(1, 9)",X,000000000000000000100000,1,X18
C38_ZX,cnot_two,C38,ZX,1,"(2, 8)","(1, 9)",X,000000000000000000100000,1,X18
C38_ZY,cnot_two,C38,ZY,1,"(2, 8)","(1, 9)",X,000000000000000000100000,1,X18
C38_ZZ,cnot_two,C38,ZZ,1,"(2, 8)","(1, 9)",X,000000000000000000100000,1,X18
C39_IX,cnot_two,C39,IX,1,"(6, 8)","(5, 9)",X,000000000000000000000000,0,
C39_IY,cnot_two,C39,IY,1,"(6, 8)","(5, 9)",X,000000000000000000000010,1,X22
C39_IZ,cnot_two,C39,IZ,1,"(6, 8)","(5, 9)",X,000000000000000000000010,1,X22
C39_XI,cnot_two,C39,XI,1,"(6, 8)","(5, 9)",X,000000000000000000000100,1,Z21
C39_XX,cnot_two,C39,XX,1,"(6, 8)","(5, 9)",X,000000000000000000000100,1,Z21
C39_XY,cnot_two,C39,XY,1,"(6, 8)","(5, 9)",X,000000000000000000000110,2,Z21;X22
C39_XZ,cnot_two,C39,XZ,1,"(6, 8)","(5, 9)",X,000000000000000000000110,2,Z21;X22
C39_YI,cnot_two,C39,YI,1,"(6, 8)","(5, 9)",X,000000000000000000001100,2,X20;Z21
C39_YX,cnot_two,C39,YX,1,"(6, 8)","(5, 9)",X,000000000000000000001100,2,X20;Z21
C39_YY,cnot_two,C39,YY,1,"(6, 8)","(5, 9)",X,000000000000000000001110,3,X20;Z21;X22
C39_YZ,cnot_two,C39,YZ,1,"(6, 8)","(5, 9)",X,000000000000000000001110,3,X20;Z21;X22
C39_ZI,cnot_two,C39,ZI,1,"(6, 8)","(5, 9)",X,000000000000000000001000,1,X20
C39_ZX,cnot_two,C39,ZX,1,"(6, 8)","(5, 9)",X,000000000000000000001000,1,X20
C39_ZY,cnot_two,C39,ZY,1,"(6, 8)","(5, 9)",X,000000000000000000001010,2,X20;X22
C39_ZZ,cnot_two,C39,ZZ,1,"(6, 8)","(5, 9)",X,000000000000000000001010,2,X20;X22
C40_IX,cnot_two,C40,IX,2,"(1, 3)","(2, 2)",Z,001000000000000000000000,1,Z2
C40_IY,cnot_two,C40,IY,2,"(1, 3)","(2, 2)",Z,001000000000000000000000,1,Z2
C40_IZ,cnot_two,C40,IZ,2,"(1, 3)","(2, 2)",Z,000000000000000000000000,0,
C40_XI,cnot_two,C40,XI,2,"(1, 3)","(2, 2)",Z,000000000000000000000000,0,
C40_XX,cnot_two,C40,XX,2,"(1, 3)","(2, 2)",Z,001000000000000000000000,1,Z2
C40_XY,cnot_two,C40,XY,2,"(1, 3)","(2, 2)",Z,001000000000000000000000,1,Z2
C40_XZ,cnot_two,C40,XZ,2,"(1, 3)","(2, 2)",Z,000000000000000000000000,0,
C40_YI,cnot_two,C40,YI,2,"(1, 3)","(2, 2)",Z,000000001000000000000000,1,X8
C40_YX,cnot_two,C40,YX,2,"(1, 3)","(2, 2)",Z,001000001000000000000000,2,Z2;X8
C40_YY,cnot_two,C40,YY,2,"(1, 3)","(2, 2)",Z,001000001000000000000000,2,Z2;X8
C40_YZ,cnot_two,C40,YZ,2,"(1, 3)","(2, 2)",Z,000000001000000000000000,1,X8
C40_ZI,cnot_two,C40,ZI,2,"(1, 3)","(2, 2)",Z,000000001000000000000000,1,X8
C40_ZX,cnot_two,C40,ZX,2,"(1, 3)","(2, 2)",Z,001000001000000000000000,2,Z2;X8
C40_ZY,cnot_two,C40,ZY,2,"(1, 3)","(2, 2)",Z,001000001000000000000000,2,Z2;X8
C40_ZZ,cnot_two,C40,ZZ,2,"(1, 3)","(2, 2)",Z,000000001000000000000000,1,X8
C41_IX,cnot_two,C41,IX,2,"(5, 3)","(6, 2)",Z,000010000000000000000000,1,Z4
C41_IY,cnot_two,C41,IY,2,"(5, 3)","(6, 2)",Z,000010000000000000000000,1,Z4
C41_IZ,cnot_two,C41,IZ,2,"(5, 3)","(6, 2)",Z,000000000000000000000000,0,
C41_XI,cnot_two,C41,XI,2,"(5, 3)","(6, 2)",Z,000000000000000000000000,0,
C41_XX,cnot_two,C41,XX,2,"(5, 3)","(6, 2)",Z,000010000000000000000000,1,Z4
C41_XY,cnot_two,C41,XY,2,"(5, 3)","(6, 2)",Z,000010000000000000000000,1,Z4
C41_XZ,cnot_two,C41,XZ,2,"(5, 3)","(6, 2)",Z,000000000000000000000000,0,
C41_YI,cnot_two,C41,YI,2,"(5, 3)","(6, 2)",Z,000000000010000000000000,1,X10
C41_YX,cnot_two,C41,YX,2,"(5, 3)","(6, 2)",Z,000010000010000000000000,2,Z4;X10
C41_YY,cnot_two,C41,YY,2,"(5, 3)","(6, 2)",Z,000010000010000000000000,2,Z4;X10
C41_YZ,cnot_two,C41,YZ,2,"(5, 3)","(6, 2)",Z,000000000010000000000000,1,X10
C41_ZI,cnot_two,C41,ZI,2,"(5, 3)","(6, 2)",Z,000000000010000000000000,1,X10
C41_ZX,cnot_two,C41,ZX,2,"(5, 3)","(6, 2)",Z,000010000010000000000000,2,Z4;X10
C41_ZY,cnot_two,C41,ZY,2,"(5, 3)","(6, 2)",Z,000010000010000000000000,2,Z4;X10
C41_ZZ,cnot_two,C41,ZZ,2,"(5, 3)","(6, 2)",Z,000000000010000000000000,1,X10
C42_IX,cnot_two,C42,IX,2,"(9, 3)","(10, 2)",Z,000000100000000000000000,1,Z6
C42_IY,cnot_two,C42,IY,2,"(9, 3)","(10, 2)",Z,000000100000000000000000,1,Z6
C42_IZ,cnot_two,C42,IZ,2,"(9, 3)","(10, 2)",Z,000000000000000000000000,0,
C42_XI,cnot_two,C42,XI,2,"(9, 3)","(10, 2)",Z,000000000000000000000000,0,
C42_XX,cnot_two,C42,XX,2,"(9, 3)","(10, 2)",Z,000000100000000000000000,1,Z6
C42_XY,cnot_two,C42,XY,2,"(9, 3)","(10, 2)",Z,000000100000000000000000,1,Z6
C42_XZ,cnot_two,C42,XZ,2,"(9, 3)","(10, 2)",Z,000000000000000000000000,0,
C42_YI,cnot_two,C42,YI,2,"(9, 3)","(10, 2)",Z,000000000000000000000000,0,
C42_YX,cnot_two,C42,YX,2,"(9, 3)","(10, 2)",Z,000000100000000000000000,1,Z6
C42_YY,cnot_two,C42,YY,2,"(9, 3)","(10, 2)",Z,000000100000000000000000,1,Z6
C42_YZ,cnot_two,C42,YZ,2,"(9, 3)","(10, 2)",Z,000000000000000000000000,0,
C42_ZI,cnot_two,C42,ZI,2,"(9, 3)","(10, 2)",Z,000000000000000000000000,0,
C42_ZX,cnot_two,C42,ZX,2,"(9, 3)","(10, 2)",Z,000000100000000000000000,1,Z6
C42_ZY,cnot_two,C42,ZY,2,"(9, 3)","(10, 2)",Z,000000100000000000000000,1,Z6
C42_ZZ,cnot_two,C42,ZZ,2,"(9, 3)","(10, 2)",Z,000000000000000000000000,0,
C43_IX,cnot_two,C43,IX,2,"(3, 5)","(4, 4)",Z,000000000100000000000000,1,Z9
C43_IY,cnot_two,C43,IY,2,"(3, 5)","(4, 4)",Z,000000000100000000000000,1,Z9
C43_IZ,cnot_two,C43,IZ,2,"(3, 5)","(4, 4)",Z,000000000000000000000000,0,
C43_XI,cnot_two,C43,XI,2,"(3, 5)","(4, 4)",Z,000000000000000000000000,0,
C43_XX,cnot_two,C43,XX,2,"(3, 5)","(4, 4)",Z,000000000100000000000000,1,Z9
C43_XY,cnot_two,C43,XY,2,"(3, 5)","(4, 4)",Z,000000000100000000000000,1,Z9
C43_XZ,cnot_two,C43,XZ,2,"(3, 5)","(4, 4)",Z,000000000000000000000000,0,
C43_YI,cnot_two,C43,YI,2,"(3, 5)","(4, 4)",Z,000000000000010000000000,1,X13
C43_YX,cnot_two,C43,YX,2,"(3, 5)","(4, 4)",Z,000000000100010000000000,2,Z9;X13
C43_YY,cnot_two,C43,YY,2,"(3, 5)","(4, 4)",Z,000000000100010000000000,2,Z9;X13
C43_YZ,cnot_two,C43,YZ,2,"(3, 5)","(4, 4)",Z,000000000000010000000000,1,X13
C43_ZI,cnot_two,C43,ZI,2,"(3, 5)","(4, 4)",Z,000000000000010000000000,1,X13
C43_ZX,cnot_two,C43,ZX,2,"(3, 5)","(4, 4)",Z,000000000100010000000000,2,Z9;X13
C43_ZY,cnot_two,C43,ZY,2,"(3, 5)","(4, 4)",Z,000000000100010000000000,2,Z9;X13
C43_ZZ,cnot_two,C43,ZZ,2,"(3, 5)","(4, 4)",Z,000000000000010000000000,1,X13
C44_IX,cnot_two,C44,IX,2,"(7, 5)","(8, 4)",Z,000000000001000000000000,1,Z11
C44_IY,cnot_two,C44,IY,2,"(7, 5)","(8, 4)",Z,000000000001000000000000,1,Z11
C44_IZ,cnot_two,C44,IZ,2,"(7, 5)","(8, 4)",Z,000000000000000000000000,0,
C44_XI,cnot_two,C44,XI,2,"(7, 5)","(8, 4)",Z,000000000000000000000000,0,
C44_XX,cnot_two,C44,XX,2,"(7, 5)","(8, 4)",Z,000000000001000000000000,1,Z11
C44_XY,cnot_two,C44,XY,2,"(7, 5)","(8, 4)",Z,000000000001000000000000,1,Z11
C44_XZ,cnot_two,C44,XZ,2,"(7, 5)","(8, 4)",Z,000000000000000000000000,0,
C44_YI,cnot_two,C44,YI,2,"(7, 5)","(8, 4)",Z,000000000000000100000000,1,X15
C44_YX,cnot_two,C44,YX,2,"(7, 5)","(8, 4)",Z,000000000001000100000000,2,Z11;X15
C44_YY,cnot_two,C44,YY,2,"(7, 5)","(8, 4)",Z,000000000001000100000000,2,Z11;X15
C44_YZ,cnot_two,C44,YZ,2,"(7, 5)","(8, 4)",Z,000000000000000100000000,1,X15
C44_ZI,cnot_two,C44,ZI,2,"(7, 5)","(8, 4)",Z,000000000000000100000000,1,X15
C44_ZX,cnot_two,C44,ZX,2,"(7, 5)","(8, 4)",Z,000000000001000100000000,2,Z11;X15
C44_ZY,cnot_two,C44,ZY,2,"(7, 5)","(8, 4)",Z,000000000001000100000000,2,Z11;X15
C44_ZZ,cnot_two,C44,ZZ,2,"(7, 5)","(8, 4)",Z,000000000000000100000000,1,X15
C45_IX,cnot_two,C45,IX,2,"(1, 7)","(2, 6)",Z,000000000000100000000000,1,Z12
C45_IY,cnot_two,C45,IY,2,"(1, 7)","(2, 6)",Z,000000000000100000000000,1,Z12
C45_IZ,cnot_two,C45,IZ,2,"(1, 7)","(2, 6)",Z,000000000000000000000000,0,
C45_XI,cnot_two,C45,XI,2,"(1, 7)","(2, 6)",Z,000000000000000000000000,0,
C45_XX,cnot_two,C45,XX,2,"(1, 7)","(2, 6)",Z,000000000000100000000000,1,Z12
C45_XY,cnot_two,C45,XY,2,"(1, 7)","(2, 6)",Z,000000000000100000000000,1,Z12
C45_XZ,cnot_two,C45,XZ,2,"(1, 7)","(2, 6)",Z,000000000000000000000000,0,
C45_YI,cnot_two,C45,YI,2,"(1, 7)","(2, 6)",Z,000000000000000000100000,1,X18
C45_YX,cnot_two,C45,YX,2,"(1, 7)","(2, 6)",Z,000000000000100000100000,2,Z12;X18
C45_YY,cnot_two,C45,YY,2,"(1, 7)","(2, 6)",Z,000000000000100000100000,2,Z12;X18
C45_YZ,cnot_two,C45,YZ,2,"(1, 7)","(2, 6)",Z,000000000000000000100000,1,X18
C45_ZI,cnot_two,C45,ZI,2,"(1, 7)","(2, 6)",Z,000000000000000000100000,1,X18
C45_ZX,cnot_two,C45,ZX,2,"(1, 7)","(2, 6)",Z,000000000000100000100000,2,Z12;X18
C45_ZY,cnot_two,C45,ZY,2,"(1, 7)","(2, 6)",Z,000000000000100000100000,2,Z12;X18
C45_ZZ,cnot_two,C45,ZZ,2,"(1, 7)","(2, 6)",Z,000000000000000000100000,1,X18
